Date,WTI Expiration Calendar,WTI F_1,WTI F_2,WTI_F4,"Event (1= roll, 2=expiration, 0=regular day)",Dates in between roll and expiry,Transaction Costs,dF(t)=F(t)-F(t-1),Spot Equity Line, Rolling Futures ,Futures Equity Line
4/26/18,, $68.19 , $68.08 ,67.21,0,0, $-   , $0.14 , $68.19 , $0.14 , $18.47 
4/27/18,, $68.10 , $67.98 ,67.1,0,0, $-   , $(0.09), $68.10 , $(0.09), $18.38 
4/30/18,, $68.57 , $68.48 ,67.68,0,0, $-   , $0.47 , $68.57 , $0.47 , $18.85 
5/1/18,, $67.25 , $67.13 ,66.35,0,0, $-   , $(1.32), $67.25 , $(1.32), $17.53 
5/2/18,, $67.93 , $67.77 ,66.82,0,0, $-   , $0.68 , $67.93 , $0.68 , $18.21 
5/3/18,, $68.43 , $68.26 ,67.22,0,0, $-   , $0.50 , $68.43 , $0.50 , $18.71 
5/4/18,, $69.72 , $69.58 ,68.62,0,0, $-   , $1.29 , $69.72 , $1.29 , $20.00 
5/7/18,, $70.73 , $70.62 ,69.76,0,0, $-   , $1.01 , $70.73 , $1.01 , $21.01 
5/8/18,, $69.06 , $68.97 ,68.19,0,0, $-   , $(1.67), $69.06 , $(1.67), $19.34 
5/9/18,, $71.14 , $71.05 ,70.27,0,0, $-   , $2.08 , $71.14 , $2.08 , $21.42 
5/10/18,, $71.36 , $71.31 ,70.63,0,0, $-   , $0.22 , $71.36 , $0.22 , $21.64 
5/11/18,, $70.70 , $70.68 ,70.09,0,0, $-   , $(0.66), $70.70 , $(0.66), $20.98 
5/14/18,, $70.96 , $70.99 ,70.45,0,0, $-   , $0.26 , $70.96 , $0.26 , $21.24 
5/15/18,, $71.31 , $71.37 ,70.72,1,1, $0.02 , $0.35 , $71.31 , $0.35 , $21.57 
5/16/18,, $71.49 , $71.56 ,70.93,0,2, $-   , $0.18 , $71.49 , $0.19 , $21.76 
5/17/18,, $71.49 , $71.57 ,70.86,0,3, $-   , $-   , $71.49 , $0.01 , $21.77 
5/18/18,, $71.28 , $71.37 ,70.62,0,4, $-   , $(0.21), $71.28 , $(0.20), $21.57 
5/21/18,, $72.24 , $72.35 ,71.54,0,5, $-   , $0.96 , $72.24 , $0.98 , $22.55 
5/22/18,, $72.13 , $72.20 ,71.57,2,0, $-   , $(0.11), $72.13 , $(0.15), $22.40 
5/23/18,, $71.84 , $71.71 ,70.82,0,0, $-   , $(0.29), $71.84 , $(0.36), $22.04 
5/24/18,, $70.71 , $70.58 ,69.69,0,0, $-   , $(1.13), $70.71 , $(1.13), $20.91 
5/25/18,, $67.88 , $67.78 ,67.06,0,0, $-   , $(2.83), $67.88 , $(2.83), $18.08 
5/28/18,, $67.88 , $67.78 ,67.06,0,0, $-   , $-   , $67.88 , $-   , $18.08 
5/29/18,, $66.73 , $66.62 ,65.87,0,0, $-   , $(1.15), $66.73 , $(1.15), $16.93 
5/30/18,, $68.21 , $68.08 ,67.18,0,0, $-   , $1.48 , $68.21 , $1.48 , $18.41 
5/31/18,, $67.04 , $66.91 ,66.11,0,0, $-   , $(1.17), $67.04 , $(1.17), $17.24 
6/1/18,, $65.81 , $65.77 ,65.23,0,0, $-   , $(1.23), $65.81 , $(1.23), $16.01 
6/4/18,, $64.75 , $64.68 ,64.26,0,0, $-   , $(1.06), $64.75 , $(1.06), $14.95 
6/5/18,, $65.52 , $65.46 ,64.95,0,0, $-   , $0.77 , $65.52 , $0.77 , $15.72 
6/6/18,, $64.73 , $64.70 ,64.27,0,0, $-   , $(0.79), $64.73 , $(0.79), $14.93 
6/7/18,, $65.95 , $65.89 ,65.3,0,0, $-   , $1.22 , $65.95 , $1.22 , $16.15 
6/8/18,, $65.74 , $65.67 ,65.06,0,0, $-   , $(0.21), $65.74 , $(0.21), $15.94 
6/11/18,, $66.10 , $66.03 ,65.36,0,0, $-   , $0.36 , $66.10 , $0.36 , $16.30 
6/12/18,, $66.36 , $66.28 ,65.58,0,0, $-   , $0.26 , $66.36 , $0.26 , $16.56 
6/13/18,, $66.64 , $66.52 ,65.84,1,1, $0.02 , $0.28 , $66.64 , $0.28 , $16.82 
6/14/18,, $66.89 , $66.69 ,65.79,0,2, $-   , $0.25 , $66.89 , $0.17 , $16.99 
6/15/18,, $65.06 , $64.85 ,63.94,0,3, $-   , $(1.83), $65.06 , $(1.84), $15.15 
6/18/18,, $65.85 , $65.69 ,64.81,0,4, $-   , $0.79 , $65.85 , $0.84 , $15.99 
6/19/18,, $65.07 , $64.90 ,64.13,0,5, $-   , $(0.78), $65.07 , $(0.79), $15.20 
6/20/18,, $66.22 , $65.71 ,64.72,2,0, $-   , $1.15 , $66.22 , $0.81 , $16.01 
6/21/18,, $65.54 , $64.86 ,63.84,0,0, $-   , $(0.68), $65.54 , $(0.17), $15.84 
6/22/18,, $68.58 , $67.63 ,66.34,0,0, $-   , $3.04 , $68.58 , $3.04 , $18.88 
6/25/18,, $68.08 , $67.04 ,65.79,0,0, $-   , $(0.50), $68.08 , $(0.50), $18.38 
6/26/18,, $70.53 , $69.28 ,67.59,0,0, $-   , $2.45 , $70.53 , $2.45 , $20.83 
6/27/18,, $72.76 , $71.26 ,69.22,0,0, $-   , $2.23 , $72.76 , $2.23 , $23.06 
6/28/18,, $73.45 , $71.81 ,69.51,0,0, $-   , $0.69 , $73.45 , $0.69 , $23.75 
6/29/18,, $74.15 , $72.46 ,70.16,0,0, $-   , $0.70 , $74.15 , $0.70 , $24.45 
7/2/18,, $73.94 , $71.62 ,68.51,0,0, $-   , $(0.21), $73.94 , $(0.21), $24.24 
7/3/18,, $74.14 , $71.59 ,68.06,0,0, $-   , $0.20 , $74.14 , $0.20 , $24.44 
7/4/18,, $74.14 , $71.59 ,68.06,0,0, $-   , $-   , $74.14 , $-   , $24.44 
7/5/18,, $72.94 , $70.63 ,67.96,0,0, $-   , $(1.20), $72.94 , $(1.20), $23.24 
7/6/18,, $73.80 , $71.57 ,68.5,0,0, $-   , $0.86 , $73.80 , $0.86 , $24.10 
7/9/18,, $73.85 , $71.98 ,69.22,0,0, $-   , $0.05 , $73.85 , $0.05 , $24.15 
7/10/18,, $74.11 , $72.56 ,69.88,0,0, $-   , $0.26 , $74.11 , $0.26 , $24.41 
7/11/18,, $70.38 , $68.86 ,66.33,0,0, $-   , $(3.73), $70.38 , $(3.73), $20.68 
7/12/18,, $70.33 , $69.35 ,67.44,0,0, $-   , $(0.05), $70.33 , $(0.05), $20.63 
7/13/18,, $71.01 , $69.95 ,68.01,1,1, $0.02 , $0.68 , $71.01 , $0.68 , $21.29 
7/16/18,, $68.06 , $67.07 ,65.11,0,2, $-   , $(2.95), $68.06 , $(2.88), $18.41 
7/17/18,, $68.08 , $67.16 ,65.27,0,3, $-   , $0.02 , $68.08 , $0.09 , $18.50 
7/18/18,, $68.76 , $67.75 ,65.89,0,4, $-   , $0.68 , $68.76 , $0.59 , $19.09 
7/19/18,, $69.46 , $68.24 ,65.99,0,5, $-   , $0.70 , $69.46 , $0.49 , $19.58 
7/20/18,, $70.46 , $68.26 ,66.18,2,0, $-   , $1.00 , $70.46 , $0.02 , $19.60 
7/23/18,, $67.89 , $66.75 ,66.14,0,0, $-   , $(2.57), $67.89 , $(0.37), $19.23 
7/24/18,, $68.52 , $67.19 ,66.47,0,0, $-   , $0.63 , $68.52 , $0.63 , $19.86 
7/25/18,, $69.30 , $68.01 ,67.26,0,0, $-   , $0.78 , $69.30 , $0.78 , $20.64 
7/26/18,, $69.61 , $68.43 ,67.67,0,0, $-   , $0.31 , $69.61 , $0.31 , $20.95 
7/27/18,, $68.69 , $67.73 ,67.04,0,0, $-   , $(0.92), $68.69 , $(0.92), $20.03 
7/30/18,, $70.13 , $68.95 ,68.14,0,0, $-   , $1.44 , $70.13 , $1.44 , $21.47 
7/31/18,, $68.76 , $67.63 ,66.97,0,0, $-   , $(1.37), $68.76 , $(1.37), $20.10 
8/1/18,, $67.66 , $66.50 ,65.78,0,0, $-   , $(1.10), $67.66 , $(1.10), $19.00 
8/2/18,, $68.96 , $67.66 ,66.79,0,0, $-   , $1.30 , $68.96 , $1.30 , $20.30 
8/3/18,, $68.49 , $67.35 ,66.59,0,0, $-   , $(0.47), $68.49 , $(0.47), $19.83 
8/6/18,, $69.01 , $67.94 ,67.1,0,0, $-   , $0.52 , $69.01 , $0.52 , $20.35 
8/7/18,, $69.17 , $68.33 ,67.62,0,0, $-   , $0.16 , $69.17 , $0.16 , $20.51 
8/8/18,, $66.94 , $66.25 ,65.54,0,0, $-   , $(2.23), $66.94 , $(2.23), $18.28 
8/9/18,, $66.81 , $66.14 ,65.48,0,0, $-   , $(0.13), $66.81 , $(0.13), $18.15 
8/10/18,, $67.63 , $66.94 ,66.21,0,0, $-   , $0.82 , $67.63 , $0.82 , $18.97 
8/13/18,, $67.20 , $66.57 ,65.88,0,0, $-   , $(0.43), $67.20 , $(0.43), $18.54 
8/14/18,, $67.04 , $66.33 ,65.71,1,1, $0.02 , $(0.16), $67.04 , $(0.16), $18.36 
8/15/18,, $65.01 , $64.46 ,64,0,2, $-   , $(2.03), $65.01 , $(1.87), $16.49 
8/16/18,, $65.46 , $64.88 ,64.42,0,3, $-   , $0.45 , $65.46 , $0.42 , $16.91 
8/17/18,, $65.91 , $65.21 ,64.66,0,4, $-   , $0.45 , $65.91 , $0.33 , $17.24 
8/20/18,, $66.43 , $65.42 ,64.8,0,5, $-   , $0.52 , $66.43 , $0.21 , $17.45 
8/21/18,, $67.35 , $65.84 ,65.19,2,0, $-   , $0.92 , $67.35 , $0.42 , $17.87 
8/22/18,, $67.86 , $67.51 ,66.93,0,0, $-   , $0.51 , $67.86 , $2.02 , $19.89 
8/23/18,, $67.83 , $67.53 ,66.98,0,0, $-   , $(0.03), $67.83 , $(0.03), $19.86 
8/24/18,, $68.72 , $68.36 ,67.78,0,0, $-   , $0.89 , $68.72 , $0.89 , $20.75 
8/27/18,, $68.87 , $68.54 ,67.99,0,0, $-   , $0.15 , $68.87 , $0.15 , $20.90 
8/28/18,, $68.53 , $68.22 ,67.69,0,0, $-   , $(0.34), $68.53 , $(0.34), $20.56 
8/29/18,, $69.51 , $69.17 ,68.61,0,0, $-   , $0.98 , $69.51 , $0.98 , $21.54 
8/30/18,, $70.25 , $69.81 ,69.17,0,0, $-   , $0.74 , $70.25 , $0.74 , $22.28 
8/31/18,, $69.80 , $69.37 ,68.79,0,0, $-   , $(0.45), $69.80 , $(0.45), $21.83 
9/3/18,, $69.80 , $69.37 ,68.79,0,0, $-   , $-   , $69.80 , $-   , $21.83 
9/4/18,, $69.87 , $69.56 ,69.04,0,0, $-   , $0.07 , $69.87 , $0.07 , $21.90 
9/5/18,, $68.72 , $68.42 ,67.94,0,0, $-   , $(1.15), $68.72 , $(1.15), $20.75 
9/6/18,, $67.77 , $67.52 ,67.07,0,0, $-   , $(0.95), $67.77 , $(0.95), $19.80 
9/7/18,, $67.75 , $67.55 ,67.19,0,0, $-   , $(0.02), $67.75 , $(0.02), $19.78 
9/10/18,, $67.54 , $67.41 ,67.17,0,0, $-   , $(0.21), $67.54 , $(0.21), $19.57 
9/11/18,, $69.25 , $69.04 ,68.71,0,0, $-   , $1.71 , $69.25 , $1.71 , $21.28 
9/12/18,, $70.37 , $70.16 ,69.88,0,0, $-   , $1.12 , $70.37 , $1.12 , $22.40 
9/13/18,, $68.59 , $68.41 ,68.25,1,1, $0.02 , $(1.78), $68.59 , $(1.78), $20.60 
9/14/18,, $68.99 , $68.77 ,68.54,0,2, $-   , $0.40 , $68.99 , $0.36 , $20.96 
9/17/18,, $68.91 , $68.68 ,68.47,0,3, $-   , $(0.08), $68.91 , $(0.09), $20.87 
9/18/18,, $69.85 , $69.59 ,69.3,0,4, $-   , $0.94 , $69.85 , $0.91 , $21.78 
9/19/18,, $71.12 , $70.77 ,70.28,0,5, $-   , $1.27 , $71.12 , $1.18 , $22.96 
9/20/18,, $70.80 , $70.32 ,69.88,2,0, $-   , $(0.32), $70.80 , $(0.45), $22.51 
9/21/18,, $70.78 , $70.37 ,69.79,0,0, $-   , $(0.02), $70.78 , $0.46 , $22.97 
9/24/18,, $72.08 , $71.76 ,71.26,0,0, $-   , $1.30 , $72.08 , $1.30 , $24.27 
9/25/18,, $72.28 , $72.10 ,71.69,0,0, $-   , $0.20 , $72.28 , $0.20 , $24.47 
9/26/18,, $71.57 , $71.41 ,71.06,0,0, $-   , $(0.71), $71.57 , $(0.71), $23.76 
9/27/18,, $72.12 , $71.96 ,71.63,0,0, $-   , $0.55 , $72.12 , $0.55 , $24.31 
9/28/18,, $73.25 , $73.06 ,72.7,0,0, $-   , $1.13 , $73.25 , $1.13 , $25.44 
10/1/18,, $75.30 , $75.14 ,74.83,0,0, $-   , $2.05 , $75.30 , $2.05 , $27.49 
10/2/18,, $75.23 , $75.04 ,74.76,0,0, $-   , $(0.07), $75.23 , $(0.07), $27.42 
10/3/18,, $76.41 , $76.24 ,75.96,0,0, $-   , $1.18 , $76.41 , $1.18 , $28.60 
10/4/18,, $74.33 , $74.25 ,74.03,0,0, $-   , $(2.08), $74.33 , $(2.08), $26.52 
10/5/18,, $74.34 , $74.26 ,74.05,0,0, $-   , $0.01 , $74.34 , $0.01 , $26.53 
10/8/18,, $74.29 , $74.17 ,73.9,0,0, $-   , $(0.05), $74.29 , $(0.05), $26.48 
10/9/18,, $74.96 , $74.81 ,74.51,0,0, $-   , $0.67 , $74.96 , $0.67 , $27.15 
10/10/18,, $73.17 , $73.03 ,72.82,0,0, $-   , $(1.79), $73.17 , $(1.79), $25.36 
10/11/18,, $70.97 , $70.81 ,70.6,0,0, $-   , $(2.20), $70.97 , $(2.20), $23.16 
10/12/18,, $71.34 , $71.18 ,70.99,0,0, $-   , $0.37 , $71.34 , $0.37 , $23.53 
10/15/18,, $71.78 , $71.61 ,71.45,1,1, $0.02 , $0.44 , $71.78 , $0.44 , $23.95 
10/16/18,, $71.92 , $71.76 ,71.64,0,2, $-   , $0.14 , $71.92 , $0.15 , $24.10 
10/17/18,, $69.75 , $69.70 ,69.73,0,3, $-   , $(2.17), $69.75 , $(2.06), $22.04 
10/18/18,, $68.65 , $68.71 ,68.76,0,4, $-   , $(1.10), $68.65 , $(0.99), $21.05 
10/19/18,, $69.12 , $69.28 ,69.39,0,5, $-   , $0.47 , $69.12 , $0.57 , $21.62 
10/22/18,, $69.17 , $69.36 ,69.57,2,0, $-   , $0.05 , $69.17 , $0.08 , $21.70 
10/23/18,, $66.43 , $66.62 ,66.89,0,0, $-   , $(2.74), $66.43 , $(2.93), $18.77 
10/24/18,, $66.82 , $66.96 ,67.16,0,0, $-   , $0.39 , $66.82 , $0.39 , $19.16 
10/25/18,, $67.33 , $67.44 ,67.58,0,0, $-   , $0.51 , $67.33 , $0.51 , $19.67 
10/26/18,, $67.59 , $67.75 ,67.93,0,0, $-   , $0.26 , $67.59 , $0.26 , $19.93 
10/29/18,, $67.04 , $67.21 ,67.48,0,0, $-   , $(0.55), $67.04 , $(0.55), $19.38 
10/30/18,, $66.18 , $66.31 ,66.55,0,0, $-   , $(0.86), $66.18 , $(0.86), $18.52 
10/31/18,, $65.31 , $65.44 ,65.73,0,0, $-   , $(0.87), $65.31 , $(0.87), $17.65 
11/1/18,, $63.69 , $63.81 ,64.06,0,0, $-   , $(1.62), $63.69 , $(1.62), $16.03 
11/2/18,, $63.14 , $63.28 ,63.56,0,0, $-   , $(0.55), $63.14 , $(0.55), $15.48 
11/5/18,, $63.10 , $63.21 ,63.45,0,0, $-   , $(0.04), $63.10 , $(0.04), $15.44 
11/6/18,, $62.21 , $62.34 ,62.6,0,0, $-   , $(0.89), $62.21 , $(0.89), $14.55 
11/7/18,, $61.67 , $61.82 ,62.2,0,0, $-   , $(0.54), $61.67 , $(0.54), $14.01 
11/8/18,, $60.67 , $60.86 ,61.29,0,0, $-   , $(1.00), $60.67 , $(1.00), $13.01 
11/9/18,, $60.19 , $60.36 ,60.75,0,0, $-   , $(0.48), $60.19 , $(0.48), $12.53 
11/12/18,, $59.93 , $60.08 ,60.49,1,1, $0.02 , $(0.26), $59.93 , $(0.26), $12.25 
11/13/18,, $55.69 , $55.84 ,56.28,0,2, $-   , $(4.24), $55.69 , $(4.24), $8.01 
11/14/18,, $56.25 , $56.44 ,56.89,0,3, $-   , $0.56 , $56.25 , $0.60 , $8.61 
11/15/18,, $56.46 , $56.68 ,57.1,0,4, $-   , $0.21 , $56.46 , $0.24 , $8.85 
11/16/18,, $56.46 , $56.68 ,57.07,0,5, $-   , $-   , $56.46 , $-   , $8.85 
11/19/18,, $56.76 , $57.20 ,57.43,2,0, $-   , $0.30 , $56.76 , $0.52 , $9.37 
11/20/18,, $53.43 , $53.57 ,53.82,0,0, $-   , $(3.33), $53.43 , $(3.77), $5.60 
11/21/18,, $54.63 , $54.80 ,55.11,0,0, $-   , $1.20 , $54.63 , $1.20 , $6.80 
11/22/18,, $54.63 , $54.80 ,55.11,0,0, $-   , $-   , $54.63 , $-   , $6.80 
11/23/18,, $50.42 , $50.59 ,50.91,0,0, $-   , $(4.21), $50.42 , $(4.21), $2.59 
11/26/18,, $51.63 , $51.80 ,52.08,0,0, $-   , $1.21 , $51.63 , $1.21 , $3.80 
11/27/18,, $51.56 , $51.73 ,52.02,0,0, $-   , $(0.07), $51.56 , $(0.07), $3.73 
11/28/18,, $50.29 , $50.49 ,50.83,0,0, $-   , $(1.27), $50.29 , $(1.27), $2.46 
11/29/18,, $51.45 , $51.62 ,51.92,0,0, $-   , $1.16 , $51.45 , $1.16 , $3.62 
11/30/18,, $50.93 , $51.09 ,51.36,0,0, $-   , $(0.52), $50.93 , $(0.52), $3.10 
12/3/18,, $52.95 , $53.14 ,53.52,0,0, $-   , $2.02 , $52.95 , $2.02 , $5.12 
12/4/18,, $53.25 , $53.46 ,53.9,0,0, $-   , $0.30 , $53.25 , $0.30 , $5.42 
12/5/18,, $52.89 , $53.12 ,53.61,0,0, $-   , $(0.36), $52.89 , $(0.36), $5.06 
12/6/18,, $51.49 , $51.70 ,52.24,0,0, $-   , $(1.40), $51.49 , $(1.40), $3.66 
12/7/18,, $52.61 , $52.81 ,53.31,0,0, $-   , $1.12 , $52.61 , $1.12 , $4.78 
12/10/18,, $51.00 , $51.20 ,51.65,0,0, $-   , $(1.61), $51.00 , $(1.61), $3.17 
12/11/18,, $51.65 , $51.84 ,52.21,0,0, $-   , $0.65 , $51.65 , $0.65 , $3.82 
12/12/18,, $51.15 , $51.36 ,51.86,1,1, $0.02 , $(0.50), $51.15 , $(0.50), $3.30 
12/13/18,, $52.58 , $52.83 ,53.33,0,2, $-   , $1.43 , $52.58 , $1.47 , $4.77 
12/14/18,, $51.20 , $51.47 ,52.06,0,3, $-   , $(1.38), $51.20 , $(1.36), $3.41 
12/17/18,, $49.88 , $50.20 ,50.91,0,4, $-   , $(1.32), $49.88 , $(1.27), $2.14 
12/18/18,, $46.24 , $46.60 ,47.3,0,5, $-   , $(3.64), $46.24 , $(3.60), $(1.46)
12/19/18,, $47.20 , $48.17 ,48.83,2,0, $-   , $0.96 , $47.20 , $1.57 , $0.11 
12/20/18,, $45.88 , $46.19 ,46.88,0,0, $-   , $(1.32), $45.88 , $(2.29), $(2.18)
12/21/18,, $45.59 , $45.89 ,46.61,0,0, $-   , $(0.29), $45.59 , $(0.29), $(2.47)
12/24/18,, $42.53 , $42.82 ,43.55,0,0, $-   , $(3.06), $42.53 , $(3.06), $(5.53)
12/25/18,, $42.53 , $42.82 ,43.55,0,0, $-   , $-   , $42.53 , $-   , $(5.53)
12/26/18,, $46.22 , $46.54 ,47.26,0,0, $-   , $3.69 , $46.22 , $3.69 , $(1.84)
12/27/18,, $44.61 , $44.90 ,45.63,0,0, $-   , $(1.61), $44.61 , $(1.61), $(3.45)
12/28/18,, $45.33 , $45.60 ,46.27,0,0, $-   , $0.72 , $45.33 , $0.72 , $(2.73)
12/31/18,, $45.41 , $45.72 ,46.51,0,0, $-   , $0.08 , $45.41 , $0.08 , $(2.65)
1/2/19,, $46.54 , $46.86 ,47.7,0,0, $-   , $1.13 , $46.54 , $1.13 , $(1.52)
1/3/19,, $47.09 , $47.40 ,48.22,0,0, $-   , $0.55 , $47.09 , $0.55 , $(0.97)
1/4/19,, $47.96 , $48.28 ,49.1,0,0, $-   , $0.87 , $47.96 , $0.87 , $(0.10)
1/7/19,, $48.52 , $48.82 ,49.6,0,0, $-   , $0.56 , $48.52 , $0.56 , $0.46 
1/8/19,, $49.78 , $50.11 ,50.93,0,0, $-   , $1.26 , $49.78 , $1.26 , $1.72 
1/9/19,, $52.36 , $52.69 ,53.51,0,0, $-   , $2.58 , $52.36 , $2.58 , $4.30 
1/10/19,, $52.59 , $52.91 ,53.73,0,0, $-   , $0.23 , $52.59 , $0.23 , $4.53 
1/11/19,, $51.59 , $51.91 ,52.7,0,0, $-   , $(1.00), $51.59 , $(1.00), $3.53 
1/14/19,, $50.51 , $50.80 ,51.55,1,1, $0.02 , $(1.08), $50.51 , $(1.08), $2.43 
1/15/19,, $52.11 , $52.39 ,53.08,0,2, $-   , $1.60 , $52.11 , $1.59 , $4.02 
1/16/19,, $52.31 , $52.61 ,53.33,0,3, $-   , $0.20 , $52.31 , $0.22 , $4.24 
1/17/19,, $52.07 , $52.36 ,53.11,0,4, $-   , $(0.24), $52.07 , $(0.25), $3.99 
1/18/19,, $53.80 , $54.04 ,54.64,0,5, $-   , $1.73 , $53.80 , $1.68 , $5.67 
1/22/19,, $52.57 , $53.01 ,53.7,2,0, $-   , $(1.23), $52.57 , $(1.03), $4.64 
1/23/19,, $52.62 , $52.92 ,53.73,0,0, $-   , $0.05 , $52.62 , $(0.39), $4.25 
1/24/19,, $53.13 , $53.42 ,54.14,0,0, $-   , $0.51 , $53.13 , $0.51 , $4.76 
1/25/19,, $53.69 , $53.98 ,54.66,0,0, $-   , $0.56 , $53.69 , $0.56 , $5.32 
1/28/19,, $51.99 , $52.29 ,53.01,0,0, $-   , $(1.70), $51.99 , $(1.70), $3.62 
1/29/19,, $53.31 , $53.60 ,54.27,0,0, $-   , $1.32 , $53.31 , $1.32 , $4.94 
1/30/19,, $54.23 , $54.47 ,55,0,0, $-   , $0.92 , $54.23 , $0.92 , $5.86 
1/31/19,, $53.79 , $54.04 ,54.6,0,0, $-   , $(0.44), $53.79 , $(0.44), $5.42 
2/1/19,, $55.26 , $55.55 ,56.21,0,0, $-   , $1.47 , $55.26 , $1.47 , $6.89 
2/4/19,, $54.56 , $54.89 ,55.7,0,0, $-   , $(0.70), $54.56 , $(0.70), $6.19 
2/5/19,, $53.66 , $54.00 ,54.91,0,0, $-   , $(0.90), $53.66 , $(0.90), $5.29 
2/6/19,, $54.01 , $54.34 ,55.28,0,0, $-   , $0.35 , $54.01 , $0.35 , $5.64 
2/7/19,, $52.64 , $53.00 ,53.93,0,0, $-   , $(1.37), $52.64 , $(1.37), $4.27 
2/8/19,, $52.72 , $53.09 ,54.02,0,0, $-   , $0.08 , $52.72 , $0.08 , $4.35 
2/11/19,, $52.41 , $52.78 ,53.79,0,0, $-   , $(0.31), $52.41 , $(0.31), $4.04 
2/12/19,, $53.10 , $53.47 ,54.53,1,1, $0.02 , $0.69 , $53.10 , $0.69 , $4.71 
2/13/19,, $53.90 , $54.31 ,55.42,0,2, $-   , $0.80 , $53.90 , $0.84 , $5.55 
2/14/19,, $54.41 , $54.79 ,55.9,0,3, $-   , $0.51 , $54.41 , $0.48 , $6.03 
2/15/19,, $55.59 , $55.98 ,57.1,0,4, $-   , $1.18 , $55.59 , $1.19 , $7.22 
2/19/19,, $56.09 , $56.45 ,57.48,0,5, $-   , $0.50 , $56.09 , $0.47 , $7.69 
2/20/19,, $56.92 , $57.16 ,58.13,2,0, $-   , $0.83 , $56.92 , $0.71 , $8.40 
2/21/19,, $56.96 , $57.46 ,58.45,0,0, $-   , $0.04 , $56.96 , $(0.20), $8.20 
2/22/19,, $57.26 , $57.75 ,58.71,0,0, $-   , $0.30 , $57.26 , $0.30 , $8.50 
2/25/19,, $55.48 , $55.92 ,56.88,0,0, $-   , $(1.78), $55.48 , $(1.78), $6.72 
2/26/19,, $55.50 , $55.97 ,57.01,0,0, $-   , $0.02 , $55.50 , $0.02 , $6.74 
2/27/19,, $56.94 , $57.37 ,58.33,0,0, $-   , $1.44 , $56.94 , $1.44 , $8.18 
2/28/19,, $57.22 , $57.61 ,58.49,0,0, $-   , $0.28 , $57.22 , $0.28 , $8.46 
3/1/19,, $55.80 , $56.19 ,57.11,0,0, $-   , $(1.42), $55.80 , $(1.42), $7.04 
3/4/19,, $56.59 , $56.97 ,57.89,0,0, $-   , $0.79 , $56.59 , $0.79 , $7.83 
3/5/19,, $56.56 , $56.94 ,57.87,0,0, $-   , $(0.03), $56.56 , $(0.03), $7.80 
3/6/19,, $56.22 , $56.62 ,57.6,0,0, $-   , $(0.34), $56.22 , $(0.34), $7.46 
3/7/19,, $56.66 , $57.03 ,57.95,0,0, $-   , $0.44 , $56.66 , $0.44 , $7.90 
3/8/19,, $56.07 , $56.43 ,57.32,0,0, $-   , $(0.59), $56.07 , $(0.59), $7.31 
3/11/19,, $56.79 , $57.12 ,57.97,0,0, $-   , $0.72 , $56.79 , $0.72 , $8.03 
3/12/19,, $56.87 , $57.20 ,58.06,0,0, $-   , $0.08 , $56.87 , $0.08 , $8.11 
3/13/19,, $58.26 , $58.59 ,59.32,1,1, $0.02 , $1.39 , $58.26 , $1.39 , $9.48 
3/14/19,, $58.61 , $58.91 ,59.54,0,2, $-   , $0.35 , $58.61 , $0.32 , $9.80 
3/15/19,, $58.52 , $58.82 ,59.44,0,3, $-   , $(0.09), $58.52 , $(0.09), $9.71 
3/18/19,, $59.09 , $59.38 ,59.94,0,4, $-   , $0.57 , $59.09 , $0.56 , $10.27 
3/19/19,, $59.03 , $59.29 ,59.88,0,5, $-   , $(0.06), $59.03 , $(0.09), $10.18 
3/20/19,, $59.83 , $60.23 ,60.73,2,0, $-   , $0.80 , $59.83 , $0.94 , $11.12 
3/21/19,, $59.98 , $60.20 ,60.62,0,0, $-   , $0.15 , $59.98 , $(0.25), $10.87 
3/22/19,, $59.04 , $59.29 ,59.75,0,0, $-   , $(0.94), $59.04 , $(0.94), $9.93 
3/25/19,, $58.82 , $59.08 ,59.55,0,0, $-   , $(0.22), $58.82 , $(0.22), $9.71 
3/26/19,, $59.94 , $60.10 ,60.34,0,0, $-   , $1.12 , $59.94 , $1.12 , $10.83 
3/27/19,, $59.41 , $59.61 ,59.91,0,0, $-   , $(0.53), $59.41 , $(0.53), $10.30 
3/28/19,, $59.30 , $59.48 ,59.76,0,0, $-   , $(0.11), $59.30 , $(0.11), $10.19 
3/29/19,, $60.14 , $60.28 ,60.49,0,0, $-   , $0.84 , $60.14 , $0.84 , $11.03 
4/1/19,, $61.59 , $61.71 ,61.83,0,0, $-   , $1.45 , $61.59 , $1.45 , $12.48 
4/2/19,, $62.58 , $62.61 ,62.55,0,0, $-   , $0.99 , $62.58 , $0.99 , $13.47 
4/3/19,, $62.46 , $62.52 ,62.55,0,0, $-   , $(0.12), $62.46 , $(0.12), $13.35 
4/4/19,, $62.10 , $62.19 ,62.29,0,0, $-   , $(0.36), $62.10 , $(0.36), $12.99 
4/5/19,, $63.08 , $63.15 ,63.17,0,0, $-   , $0.98 , $63.08 , $0.98 , $13.97 
4/8/19,, $64.40 , $64.33 ,64.06,0,0, $-   , $1.32 , $64.40 , $1.32 , $15.29 
4/9/19,, $63.98 , $63.96 ,63.77,0,0, $-   , $(0.42), $63.98 , $(0.42), $14.87 
4/10/19,, $64.61 , $64.65 ,64.57,0,0, $-   , $0.63 , $64.61 , $0.63 , $15.50 
